################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2023-02-28 21:50:22 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,threat,tags,urlhaus_link,reporter
"2553651","2023-02-28 18:05:29","http://183.82.120.145:47190/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2553651/","geenensp"
"2553640","2023-02-28 18:04:17","http://117.255.186.0:57637/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553640/","Gandylyan1"
"2553639","2023-02-28 18:04:12","http://117.219.125.237:57751/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553639/","Gandylyan1"
"2553636","2023-02-28 18:04:11","http://182.121.169.228:56187/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553636/","Gandylyan1"
"2553637","2023-02-28 18:04:11","http://182.121.17.117:43548/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553637/","Gandylyan1"
"2553638","2023-02-28 18:04:11","http://222.137.123.153:54017/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553638/","Gandylyan1"
"2553633","2023-02-28 18:04:10","http://112.237.161.93:38499/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553633/","Gandylyan1"
"2553635","2023-02-28 18:04:10","http://182.117.41.67:52389/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553635/","Gandylyan1"
"2553632","2023-02-28 18:04:05","http://45.182.47.155:35660/Mozi.m","online","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2553632/","Gandylyan1"
"2553631","2023-02-28 18:04:04","http://125.41.13.52:59186/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553631/","Gandylyan1"
"2553630","2023-02-28 18:02:23","http://117.215.221.107:44830/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553630/","geenensp"
"2553629","2023-02-28 18:02:18","http://42.228.41.69:46271/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553629/","geenensp"
"2553628","2023-02-28 18:02:14","http://150.101.255.54:53095/mozi.a","online","malware_download","None","https://urlhaus.abuse.ch/url/2553628/","tammeto"
"2553627","2023-02-28 18:02:12","http://59.94.197.133:38795/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553627/","geenensp"
"2553626","2023-02-28 18:02:11","http://119.179.255.110:41841/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553626/","geenensp"
"2553624","2023-02-28 17:51:23","http://117.255.184.137:34943/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553624/","geenensp"
"2553622","2023-02-28 17:46:16","http://115.59.120.168:49929/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553622/","geenensp"
"2553620","2023-02-28 17:44:16","http://182.121.42.49:44094/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553620/","geenensp"
"2553619","2023-02-28 17:43:13","http://117.211.46.186:48656/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553619/","geenensp"
"2553617","2023-02-28 17:33:14","http://222.246.42.43:8097/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2553617/","geenensp"
"2553616","2023-02-28 17:27:27","http://117.199.15.74:56562/i","online","malware_download",",32-bit,elf,mips","https://urlhaus.abuse.ch/url/2553616/","geenensp"
"2553615","2023-02-28 17:26:13","http://119.179.255.110:41841/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553615/","geenensp"
"2553614","2023-02-28 17:26:06","http://125.43.82.51:47700/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553614/","geenensp"
"2553613","2023-02-28 17:25:13","http://36.97.164.231:57869/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2553613/","geenensp"
"2553612","2023-02-28 17:24:13","http://120.43.35.57:39729/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2553612/","geenensp"
"2553611","2023-02-28 17:22:21","http://182.121.175.236:40095/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553611/","geenensp"
"2553610","2023-02-28 17:15:11","https://vk.com/doc10773776_660309026?hash=EbmYxUiRzFmXD7MdPZAzU8Re9t9L7L7uLtX72liO3KX&dl=GEYDONZTG43TM:1677594391:ov1JPlnI2NJmSdZnlHdnBezE49YbiPhqX50knfPsZW8&api=1&no_preview=1#and10","online","malware_download","dropped-by-PrivateLoader,encrypted","https://urlhaus.abuse.ch/url/2553610/","andretavare5"
"2553609","2023-02-28 17:15:10","https://vk.com/doc488335869_655394834?hash=v66Jr70pTleUZ8wAFtYfTMy0yzqGfzzwZetnHEZtNzz&dl=GQ4DQMZTGU4DMOI:1677594424:Gs5wQpJoNFOqWBc0ENcxAHZ5oUr5frS9dQpYJBOzXs4&api=1&no_preview=1#nov1","online","malware_download","dropped-by-PrivateLoader,encrypted,loaderbot","https://urlhaus.abuse.ch/url/2553609/","andretavare5"
"2553608","2023-02-28 17:12:20","http://59.89.237.88:39616/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553608/","geenensp"
"2553605","2023-02-28 17:00:17","http://117.12.195.220:50523/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2553605/","geenensp"
"2553603","2023-02-28 16:55:17","https://onedrive.live.com/download?cid=02E20753BCD8CE3B&resid=2E20753BCD8CE3B%21144&authkey=AJZFYGbnODCVu-Q","online","malware_download","rar","https://urlhaus.abuse.ch/url/2553603/","JobcenterTycoon"
"2553602","2023-02-28 16:55:10","https://transfer.sh/get/ML9dq1/Proton%20VPN%20premium.rar","online","malware_download","rar","https://urlhaus.abuse.ch/url/2553602/","JobcenterTycoon"
"2553601","2023-02-28 16:55:09","https://vk.com/doc10773776_660308988?hash=zvrxiAZw8mwg3grzK27MxjXwNwUhkOsruTTzkJryXGX&dl=GEYDONZTG43TM:1677594356:zwIUoKQOOjnsWbHXaXoZ4Xrz9ivRkXSnHJOwIdMVYOT&api=1&no_preview=1#1","online","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2553601/","andretavare5"
"2553599","2023-02-28 16:54:19","http://117.221.188.61:56122/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553599/","geenensp"
"2553598","2023-02-28 16:46:20","http://117.216.31.69:37742/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553598/","geenensp"
"2553596","2023-02-28 16:38:20","http://61.53.82.176:45617/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553596/","geenensp"
"2553595","2023-02-28 16:36:28","http://27.215.124.107:35921/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553595/","geenensp"
"2553593","2023-02-28 16:31:29","http://117.12.195.220:50523/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2553593/","geenensp"
"2553592","2023-02-28 16:31:23","http://123.14.154.6:44660/i","online","malware_download",",32-bit,elf,mips","https://urlhaus.abuse.ch/url/2553592/","geenensp"
"2553591","2023-02-28 16:28:21","http://117.221.188.61:56122/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553591/","geenensp"
"2553590","2023-02-28 16:25:13","http://115.51.97.201:35679/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553590/","geenensp"
"2553589","2023-02-28 16:22:08","http://117.255.71.110:45371/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553589/","geenensp"
"2553587","2023-02-28 16:20:10","http://23.94.96.9/3208/vbc.exe","online","malware_download","AgentTesla,exe,opendir","https://urlhaus.abuse.ch/url/2553587/","abuse_ch"
"2553586","2023-02-28 16:19:27","http://115.51.97.201:35679/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553586/","geenensp"
"2553585","2023-02-28 16:15:25","http://5.139.171.84:60302/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553585/","geenensp"
"2553583","2023-02-28 16:05:15","http://42.230.108.99:54200/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553583/","geenensp"
"2553582","2023-02-28 15:57:20","http://117.255.71.110:45371/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553582/","geenensp"
"2553580","2023-02-28 15:52:17","http://119.163.77.115:38670/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553580/","geenensp"
"2553578","2023-02-28 15:47:08","http://117.219.121.152:53892/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553578/","geenensp"
"2553577","2023-02-28 15:45:22","http://182.112.13.183:39306/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553577/","geenensp"
"2553576","2023-02-28 15:44:22","http://42.230.108.99:54200/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553576/","geenensp"
"2553575","2023-02-28 15:41:29","http://182.112.13.183:39306/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553575/","geenensp"
"2553574","2023-02-28 15:27:19","http://222.134.175.41:44948/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553574/","geenensp"
"2553573","2023-02-28 15:22:18","http://119.163.77.115:38670/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553573/","geenensp"
"2553572","2023-02-28 15:21:19","http://117.219.121.152:53892/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553572/","geenensp"
"2553571","2023-02-28 15:19:29","http://61.52.133.209:49522/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553571/","geenensp"
"2553565","2023-02-28 15:07:28","http://103.178.229.154/bins/arm7","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553565/","tolisec"
"2553566","2023-02-28 15:07:28","http://103.178.229.154/bins/spc","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553566/","tolisec"
"2553567","2023-02-28 15:07:28","http://103.178.229.154/bins/x86_64","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553567/","tolisec"
"2553568","2023-02-28 15:07:28","http://103.178.229.154/bins/ppc","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553568/","tolisec"
"2553569","2023-02-28 15:07:28","http://103.178.229.154/bins/x86","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553569/","tolisec"
"2553570","2023-02-28 15:07:28","http://103.178.229.154/bins/arm5","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553570/","tolisec"
"2553559","2023-02-28 15:07:27","http://103.178.229.154/bins/m68k","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553559/","tolisec"
"2553560","2023-02-28 15:07:27","http://103.178.229.154/bins/arm6","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553560/","tolisec"
"2553561","2023-02-28 15:07:27","http://103.178.229.154/bins/mpsl","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553561/","tolisec"
"2553562","2023-02-28 15:07:27","http://103.178.229.154/bins/sh4","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553562/","tolisec"
"2553563","2023-02-28 15:07:27","http://103.178.229.154/bins/arm","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553563/","tolisec"
"2553564","2023-02-28 15:07:27","http://103.178.229.154/bins/mips","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553564/","tolisec"
"2553558","2023-02-28 15:07:23","http://117.213.46.119:47979/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2553558/","geenensp"
"2553549","2023-02-28 15:04:13","http://117.243.245.203:56461/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553549/","Gandylyan1"
"2553548","2023-02-28 15:04:12","http://113.116.158.142:40902/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553548/","Gandylyan1"
"2553547","2023-02-28 15:04:11","http://115.54.175.77:43880/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553547/","Gandylyan1"
"2553545","2023-02-28 15:03:31","http://117.60.118.243:43210/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2553545/","geenensp"
"2553544","2023-02-28 15:03:14","http://59.88.233.107:48886/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553544/","Gandylyan1"
"2553543","2023-02-28 15:03:12","http://222.138.135.157:45985/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2553543/","Gandylyan1"
"2553536","2023-02-28 15:02:28","http://139.59.75.75/bins/amen.mpsl","online","malware_download","elf","https://urlhaus.abuse.ch/url/2553536/","tolisec"
"2553537","2023-02-28 15:02:28","http://139.59.75.75/bins/amen.arm6","online","malware_download","elf","https://urlhaus.abuse.ch/url/2553537/","tolisec"
"2553538","2023-02-28 15:02:28","http://139.59.75.75/bins/amen.mips","online","malware_download","elf","https://urlhaus.abuse.ch/url/2553538/","tolisec"
"2553539","2023-02-28 15:02:28","http://139.59.75.75/bins/amen.x86","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2553539/","tolisec"
"2553540","2023-02-28 15:02:28","http://139.59.75.75/bins/amen.ppc","online","malware_download","elf","https://urlhaus.abuse.ch/url/2553540/","tolisec"
"2553541","2023-02-28 15:02:28","http://139.59.75.75/bins/amen.sh4","online","malware_download","elf","https://urlhaus.abuse.ch/url/2553541/","tolisec"
